"","Event","bw"
"826","1990T04010",64
"827","1990T04010",64
"828","1990T04010",64
"829","1990T04010",65
"830","1990T04010",65
"831","1990T04010",66
"832","1990T04010",66
"833","1990T04010",67
"834","1990T04010",68
"835","1990T04010",68
"836","1990T04010",69
"837","1990T04010",72
"838","1990T04010",73
"839","1990T04010",77
"840","1990T04010",79
"841","1990T04010",79
"842","1990T04010",81
"843","1990T04010",82
"844","1990T04010",83
"845","1990T04010",85
"846","1990T04010",87
"847","1990T04011",103
"848","1990T04011",103
"849","1990T04011",104
"850","1990T04011",104
"851","1990T04011",105
"852","1990T04011",105
"853","1990T04011",105
"854","1990T04011",106
"855","1990T04011",106
"856","1990T04011",106
"857","1990T04011",106
"858","1990T04011",106
"859","1990T04011",106
"860","1990T04011",106
"861","1990T04011",108
"862","1990T04011",108
"863","1990T04011",109
"864","1990T04011",109
"865","1990T04011",109
"866","1990T04011",110
"867","1990T04011",111
"868","1990T04011",111
"869","1990T04011",112
"870","1990T04011",113
"871","1990T04011",115
"872","1990T04011",116
"873","1990T04011",116
"874","1990T04011",118
"875","1990T04011",118
"876","1990T04011",118
"877","1990T04011",118
"878","1990T04011",119
"879","1990T04011",120
"880","1990T04011",120
"881","1990T04011",121
"882","1990T04011",122
"883","1990T04011",122
"884","1990T04011",124
"885","1990T04011",125
"886","1990T04011",125
"887","1990T04011",126
"888","1990T04011",127
"889","1990T04011",127
"890","1990T04011",128
"891","1990T04011",128
"892","1990T04011",128
"893","1990T04011",129
"894","1990T04011",129
"895","1990T04011",130
"896","1990T04011",131
"897","1990T04011",131
"898","1990T04011",131
"899","1990T04011",131
"900","1990T04011",131
"901","1990T04011",132
"902","1990T04011",133
"903","1990T04011",134
"904","1990T04011",134
"905","1990T04011",135
"906","1990T04011",137
"907","1990T04011",137
"908","1990T04011",139
"909","1990T04011",140
"910","1990T04011",140
"911","1990T04011",140
"912","1990T04011",140
"913","1990T04011",145
"914","1990T04011",145
"915","1990T04011",145
"916","1990T04011",145
"917","1990T04011",146
"918","1990T04011",147
"919","1990T04011",149
"920","1990T04011",155
"921","1990T04011",156
"922","1990T04011",157
"923","1990T04011",162
"924","1990T04011",171
"925","1990T04011",179
"926","1990T04011",181
"927","1990T04011",40
"928","1990T04011",40
"929","1990T04011",40
"930","1990T04011",40
"931","1990T04011",41
"932","1990T04011",42
"933","1990T04011",42
"934","1990T04011",42
"935","1990T04011",42
"936","1990T04011",42
"937","1990T04011",42
"938","1990T04011",43
"939","1990T04011",43
"940","1990T04011",43
"941","1990T04011",44
"942","1990T04011",45
"943","1990T04011",45
"944","1990T04011",45
"945","1990T04011",45
"946","1990T04011",45
"947","1990T04011",45
"948","1990T04011",46
"949","1990T04011",47
"950","1990T04011",47
"951","1990T04011",55
"952","1990T04011",55
"953","1990T04011",55
"954","1990T04011",55
"955","1990T04011",55
"956","1990T04011",56
"957","1990T04011",57
"958","1990T04011",57
"959","1990T04011",57
"960","1990T04011",58
"961","1990T04011",58
"962","1990T04011",58
"963","1990T04011",59
"964","1990T04011",59
"965","1990T04011",59
"966","1990T04011",59
"967","1990T04011",60
"968","1990T04011",60
"969","1990T04011",60
"970","1990T04011",60
"971","1990T04011",61
"972","1990T04011",61
"973","1990T04011",61
"974","1990T04011",61
"975","1990T04011",61
"976","1990T04011",62
"977","1990T04011",62
"978","1990T04011",62
"979","1990T04011",63
"980","1990T04011",63
"981","1990T04011",63
"982","1990T04011",63
"983","1990T04011",64
"984","1990T04011",64
"985","1990T04011",64
"986","1990T04011",64
"987","1990T04011",64
"988","1990T04011",66
"989","1990T04011",67
"990","1990T04011",67
"991","1990T04011",67
"992","1990T04011",67
"993","1990T04011",67
"994","1990T04011",67
"995","1990T04011",68
"996","1990T04011",68
"997","1990T04011",68
"998","1990T04011",68
"999","1990T04011",69
"1000","1990T04011",69
"1001","1990T04011",69
"1002","1990T04011",70
"1003","1990T04011",70
"1004","1990T04011",70
"1005","1990T04011",70
"1006","1990T04011",70
"1007","1990T04011",70
"1008","1990T04011",70
"1009","1990T04011",71
"1010","1990T04011",71
"1011","1990T04011",71
"1012","1990T04011",71
"1013","1990T04011",71
"1014","1990T04011",71
"1015","1990T04011",72
"1016","1990T04011",72
"1017","1990T04011",72
"1018","1990T04011",72
"1019","1990T04011",72
"1020","1990T04011",72
"1021","1990T04011",72
"1022","1990T04011",72
"1023","1990T04011",72
"1024","1990T04011",73
"1025","1990T04011",73
"1026","1990T04011",73
"1027","1990T04011",73
"1028","1990T04011",73
"1029","1990T04011",73
"1030","1990T04011",73
"1031","1990T04011",73
"1032","1990T04011",73
"1033","1990T04011",73
"1034","1990T04011",73
"1035","1990T04011",73
"1036","1990T04011",73
"1037","1990T04011",74
"1038","1990T04011",74
"1039","1990T04011",74
"1040","1990T04011",74
"1041","1990T04011",74
"1042","1990T04011",74
"1043","1990T04011",74
"1044","1990T04011",74
"1045","1990T04011",74
"1046","1990T04011",74
"1047","1990T04011",74
"1048","1990T04011",74
"1049","1990T04011",75
"1050","1990T04011",75
"1051","1990T04011",75
"1052","1990T04011",75
"1053","1990T04011",75
"1054","1990T04011",75
"1055","1990T04011",75
"1056","1990T04011",75
"1057","1990T04011",75
"1058","1990T04011",75
"1059","1990T04011",75
"1060","1990T04011",75
"1061","1990T04011",76
"1062","1990T04011",76
"1063","1990T04011",76
"1064","1990T04011",76
"1065","1990T04011",76
"1066","1990T04011",76
"1067","1990T04011",76
"1068","1990T04011",77
"1069","1990T04011",77
"1070","1990T04011",77
"1071","1990T04011",77
"1072","1990T04011",77
"1073","1990T04011",77
"1074","1990T04011",77
"1075","1990T04011",77
"1076","1990T04011",78
"1077","1990T04011",78
"1078","1990T04011",78
"1079","1990T04011",78
"1080","1990T04011",78
"1081","1990T04011",78
"1082","1990T04011",78
"1083","1990T04011",78
"1084","1990T04011",78
"1085","1990T04011",78
"1086","1990T04011",78
"1087","1990T04011",78
"1088","1990T04011",79
"1089","1990T04011",79
"1090","1990T04011",79
"1091","1990T04011",79
"1092","1990T04011",79
"1093","1990T04011",79
"1094","1990T04011",79
"1095","1990T04011",79
"1096","1990T04011",79
"1097","1990T04011",79
"1098","1990T04011",80
"1099","1990T04011",80
"1100","1990T04011",80
"1101","1990T04011",80
"1102","1990T04011",80
"1103","1990T04011",80
"1104","1990T04011",80
"1105","1990T04011",80
"1106","1990T04011",80
"1107","1990T04011",80
"1108","1990T04011",80
"1109","1990T04011",80
"1110","1990T04011",80
"1111","1990T04011",80
"1112","1990T04011",80
"1113","1990T04011",80
"1114","1990T04011",80
"1115","1990T04011",80
"1116","1990T04011",80
"1117","1990T04011",80
"1118","1990T04011",80
"1119","1990T04011",81
"1120","1990T04011",81
"1121","1990T04011",81
"1122","1990T04011",81
"1123","1990T04011",81
"1124","1990T04011",81
"1125","1990T04011",81
"1126","1990T04011",81
"1127","1990T04011",81
"1128","1990T04011",81
"1129","1990T04011",81
"1130","1990T04011",81
"1131","1990T04011",81
"1132","1990T04011",82
"1133","1990T04011",82
"1134","1990T04011",82
"1135","1990T04011",82
"1136","1990T04011",82
"1137","1990T04011",82
"1138","1990T04011",82
"1139","1990T04011",82
"1140","1990T04011",83
"1141","1990T04011",83
"1142","1990T04011",83
"1143","1990T04011",83
"1144","1990T04011",83
"1145","1990T04011",83
"1146","1990T04011",83
"1147","1990T04011",83
"1148","1990T04011",83
"1149","1990T04011",83
"1150","1990T04011",83
"1151","1990T04011",83
"1152","1990T04011",84
"1153","1990T04011",84
"1154","1990T04011",84
"1155","1990T04011",84
"1156","1990T04011",84
"1157","1990T04011",84
"1158","1990T04011",84
"1159","1990T04011",84
"1160","1990T04011",84
"1161","1990T04011",84
"1162","1990T04011",84
"1163","1990T04011",85
"1164","1990T04011",85
"1165","1990T04011",85
"1166","1990T04011",85
"1167","1990T04011",85
"1168","1990T04011",85
"1169","1990T04011",85
"1170","1990T04011",85
"1171","1990T04011",85
"1172","1990T04011",86
"1173","1990T04011",86
"1174","1990T04011",86
"1175","1990T04011",86
"1176","1990T04011",86
"1177","1990T04011",86
"1178","1990T04011",86
"1179","1990T04011",86
"1180","1990T04011",86
"1181","1990T04011",87
"1182","1990T04011",87
"1183","1990T04011",87
"1184","1990T04011",87
"1185","1990T04011",87
"1186","1990T04011",87
"1187","1990T04011",87
"1188","1990T04011",87
"1189","1990T04011",87
"1190","1990T04011",87
"1191","1990T04011",87
"1192","1990T04011",87
"1193","1990T04011",87
"1194","1990T04011",88
"1195","1990T04011",88
"1196","1990T04011",88
"1197","1990T04011",88
"1198","1990T04011",88
"1199","1990T04011",88
"1200","1990T04011",89
"1201","1990T04011",89
"1202","1990T04011",89
"1203","1990T04011",89
"1204","1990T04011",89
"1205","1990T04011",90
"1206","1990T04011",90
"1207","1990T04011",90
"1208","1990T04011",90
"1209","1990T04011",91
"1210","1990T04011",91
"1211","1990T04011",91
"1212","1990T04011",91
"1213","1990T04011",91
"1214","1990T04011",91
"1215","1990T04011",91
"1216","1990T04011",91
"1217","1990T04011",91
"1218","1990T04011",91
"1219","1990T04011",91
"1220","1990T04011",91
"1221","1990T04011",91
"1222","1990T04011",92
"1223","1990T04011",92
"1224","1990T04011",92
"1225","1990T04011",92
"1226","1990T04011",92
"1227","1990T04011",92
"1228","1990T04011",92
"1229","1990T04011",93
"1230","1990T04011",93
"1231","1990T04011",93
"1232","1990T04011",93
"1233","1990T04011",93
"1234","1990T04011",93
"1235","1990T04011",93
"1236","1990T04011",94
"1237","1990T04011",94
"1238","1990T04011",94
"1239","1990T04011",94
"1240","1990T04011",95
"1241","1990T04011",95
"1242","1990T04011",95
"1243","1990T04011",95
"1244","1990T04011",96
"1245","1990T04011",96
"1246","1990T04011",96
